Index,PDSI,Acres,LargeFire=1
1116,0.57,1245.6,1
1117,0.57,270.7,1
1118,0.57,433.4,1
1119,0.57,2309.2,1
1120,0.57,412.5,1
1121,0.57,866.2,1
1122,-0.95,252.8,1
1123,-0.81,454.8,1
1124,0.57,270.9,1
1125,-0.95,247.3,1
1126,-0.81,199.9,1
1127,-0.81,218.8,1
1128,-0.81,479.4,1
1129,-0.95,284.5,1
1130,-0.81,1570.3,1
1131,-1.11,4144.5,1
1132,-0.81,366.3,1
1133,-0.81,114.3,1
1134,-1.11,120.1,1
1135,-1.11,2067.7,1
1136,-2.21,1134.4,1
1137,-2.21,199.2,1
1138,-1.88,8136.7,1
1139,-2.21,3309.5,1
1140,-2.21,225,1
1141,-2.21,7226.1,1
1142,-2.21,697.2,1
1143,-2.21,1737.8,1
1144,-2.21,382.4,1
1145,-1.88,3640.1,1
1146,-1.88,65009.3,1
1147,-2.21,180.5,1
1148,0.64,739.2,1
1149,0.64,440,1
1150,0.64,316.8,1
1151,-1.88,646.5,1
1152,1.01,1215.3,1
1153,0.64,125.6,1
1154,0.64,409.9,1
1155,0.64,1295,1
1156,0.64,1679.7,1
1157,0.64,295.8,1
1158,0.64,108.7,1
1159,0.64,4031.7,1
1160,0.64,11705.7,1
1161,0.64,3208.1,1
1162,-0.69,653.9,1
1163,-0.5,17356,1
1164,-0.5,1923.9,1
1165,-0.5,1455.1,1
1166,-0.5,2491.2,1
1167,-0.5,51035.7,1
1168,-0.5,7640.3,1
1169,-0.5,4338.9,1
1170,-0.5,1444.2,1
1171,-0.5,31339.4,1
1172,-0.69,7702.8,1
1173,-0.96,125061.4,1
1174,-0.96,166.8,1
1175,-0.5,37641.1,1
1176,-0.5,145.2,1
1177,-0.5,227.2,1
1178,-0.69,5272,1
1179,-0.96,175.4,1
1180,-0.5,30683.7,1
1181,-0.96,5570,1
1182,-0.69,640,1
1183,-2.18,910,1
1184,-2.18,6810,1
1185,-2.18,462,1
1186,-2.18,254,1
1187,-0.21,404.6,1
1188,0.98,163.3,1
1189,-0.21,2592.7,1
1190,0.98,62855.5,1
1191,0.98,23870.8,1
1192,-0.21,574.7,1
1193,0.98,1552.4,1
1194,-0.21,307.5,1
1195,-0.21,700.5,1
1196,-1.4,186.1,1
1197,-0.89,387,1
1198,-0.21,632.4,1
1199,-0.89,3636.1,1
1200,-0.89,610,1
1201,-0.89,231.7,1
1202,-0.89,464,1
1203,-0.89,1007.1,1
1204,-0.89,60508.5,1
1205,-0.97,3933,1
1206,-1.4,116,1
1207,-0.89,2652.5,1
1208,-0.89,196.8,1
1209,-0.89,3231.1,1
1210,-1.4,192,1
1211,-2.59,501.3,1
1212,-2.59,6409.1,1
1213,-2.59,327.6,1
1214,-2.02,288.1,1
1215,-2.59,448.2,1
1216,-0.82,200,1
1217,-0.82,201.7,1
1218,-0.82,241.1,1
1219,-0.63,1300.6,1
1220,-1.57,1205.5,1
1221,-1.08,40050.2,1
1222,-1.08,365.4,1
1223,-1.08,102.5,1
1224,-1.08,567.9,1
1225,-1.08,11726.6,1
1226,-1.08,26283.1,1
1227,-1.57,4853.3,1
1228,-2.46,115.6,1
1229,-1.18,190.4,1
1230,-1.18,263,1
1231,-1.18,110.2,1
1232,-1.18,889,1
1233,-3.72,755.5,1
1234,-3.72,124.6,1
1235,-3.72,4373.4,1
1236,-0.46,192.5,1
1237,-0.49,106.9,1
1238,-0.49,1140,1
1239,-0.49,149,1
1240,-0.6,1715,1
1241,-0.48,150,1
1242,-1.78,505,1
1243,-3.97,269.7,1
1244,0.27,154.7,1
1245,1.14,107.4,1
1246,0.27,122,1
1247,1.14,209,1
1248,0.27,110,1
1249,1.14,157.1,1
1250,-1.61,740.1,1
1251,-0.24,111.8,1
1252,-0.42,161.9,1
1253,0.84,2002.5,1
1254,0.84,160.6,1
1255,-4.15,121.4,1
1256,0.84,640,1
1257,0.84,113.7,1
1258,0.84,146.2,1
1259,0.84,186.5,1
1260,0.84,455.8,1
1261,-4.15,233.3,1
1262,0.84,134.2,1
1263,0.53,101.4,1
1264,0.53,900.4,1
1265,0.53,133.1,1
1266,0.53,520.9,1
1267,-4.15,330,1
1268,1.26,274.1,1
1269,0.53,100.5,1
1270,0.53,270.4,1
1271,-4.15,158.2,1
1272,-0.13,6704.8,1
1273,-0.13,496.2,1
1274,-1.75,1128.3,1
1275,0.57,344.4,1
1276,-4.36,301.1,1
1277,0.57,10580,1
1278,0.57,252.9,1
1279,0.57,644.6,1
1280,0.57,240.9,1
1281,0.29,6842.9,1
1282,0.29,717,1
1283,1.07,5919.3,1
1284,1.07,151,1
1285,0.29,438.3,1
1286,0.29,75160.1,1
1287,-4.36,5861,1
1288,0.29,679.5,1
1289,1.07,217.2,1
1290,0.29,528.7,1
1291,0.29,167.3,1
1292,0.29,111.5,1
1293,1.07,482.3,1
1294,0.29,2047.6,1
1295,0.29,233.6,1
1296,0.29,794,1
1297,-0.46,152.7,1
1298,-0.26,3290.4,1
1299,-0.26,159.4,1
1300,-2.08,1191.5,1
1301,-0.46,1717.6,1
1302,-0.46,848.8,1
1303,0.47,149,1
1304,1,185.3,1
1305,1,486.7,1
1306,0.32,3251.9,1
1307,0.32,303.3,1
1308,1,106.9,1
1309,0.32,1653.9,1
1310,0.32,673.5,1
1311,0.32,345.1,1
1312,0.32,176.6,1
1313,0.32,8693.1,1
1314,0.32,124.3,1
1315,0.32,320.7,1
1316,0.32,862.5,1
1317,-0.34,642.2,1
1318,0.32,185.8,1
1319,-2.02,2161.5,1
1320,-0.34,551,1
1321,-0.34,133,1
1322,-0.34,55263,1
1323,-0.34,400.8,1
1324,-2.02,1861.2,1
1325,-0.59,710.5,1
1326,0.26,495.5,1
1327,0.26,657.1,1
1328,-3.74,240.9,1
1329,0.26,1305.7,1
1330,-3.74,218.1,1
1331,0.84,156.3,1
1332,0.23,202,1
1333,0.23,258.6,1
1334,0.23,221.5,1
1335,0.23,422.4,1
1336,0.23,125.1,1
1337,0.23,2032.6,1
1338,0.23,8529.3,1
1339,-0.69,100.5,1
1340,-3.19,116.3,1
1341,1.3,500,1
1342,2.1,170.2,1
1343,1.3,768.1,1
1344,0.78,4522.3,1
1345,0.78,154.6,1
1346,0.78,177.2,1
1347,0.78,139,1
1348,-0.41,990.1,1
1349,-0.41,226,1
1350,-0.41,144,1
1351,-1.72,480.2,1
1352,-1.72,242.2,1
1353,-1.7,303,1
1354,0.33,10354.1,1
1355,0.33,157,1
1356,-1.76,2400,1
1357,-1.51,205,1
1358,-1.46,143.1,1
1359,-1.46,138.7,1
1360,-1.46,335,1
1361,-1.46,115.9,1
1362,-0.65,114.8,1
1363,-1.46,226.9,1
1364,-2.86,197.4,1
1365,-2.86,159.8,1
1366,-2.29,486,1
1367,-3.61,404.6,1
1368,-2.29,1310.1,1
1369,-2.29,112.1,1
1370,-3.61,4401.6,1
1371,-3.61,614,1
1372,-2.29,393.1,1
1373,-2.86,1488,1
1374,-1.23,126.5,1
1375,1.2,391.1,1
1376,1.2,278,1
1377,1.2,2032.5,1
1378,1.2,1235.7,1
1379,-1.23,333.5,1
1380,-1.23,154.1,1
1381,-1.23,200,1
1382,-1.23,572,1
1383,-0.73,194.1,1
1384,-1.88,111,1
1385,-1.88,1167.1,1
1386,-1.88,565.5,1
1387,-1.88,142.6,1
1388,-1.88,670.8,1
1389,-0.73,600,1
1390,-1.88,333.2,1
1391,-0.73,302.5,1
1392,-1.88,2862.2,1
1393,-1.88,132.9,1
1394,-0.73,124.3,1
1395,-1.88,1021.7,1
1396,-2.74,125.9,1
1397,-0.73,107.5,1
1398,-1.88,220,1
1399,-1.88,2866.2,1
1400,-2.66,161.5,1
1401,-2.66,107.3,1
1402,-4.11,14509,1
1403,-2.66,229.7,1
1404,-2.74,608,1
1405,-2.74,630.6,1
1406,-2.66,716,1
1407,-2.74,804,1
1408,-2.66,190.9,1
1409,-2.66,372.6,1
1410,-4.11,291.3,1
1411,-2.74,285.1,1
1412,-0.11,453.7,1
1413,-0.11,961.1,1
1414,-0.11,2426.2,1
1415,-0.11,120.2,1
1416,-2.04,578,1
1417,-0.89,283,1
1418,-2.04,214,1
1419,-2.04,878,1
1420,-2.04,750.3,1
1421,-2.04,190.3,1
1422,-2.04,213,1
1423,-2.04,2225.3,1
1424,-2.04,1192.2,1
1425,-2.04,728.3,1
1426,-2.04,9343.8,1
1427,-2.04,582.7,1
1428,-4.29,2796,1
1429,-2.04,1655.1,1
1430,-2.04,271.7,1
1431,-2.97,135.9,1
1432,-2.97,126,1
1433,-2.97,201.7,1
1434,-2.97,155.6,1
1435,-2.97,3567.6,1
1436,-2.74,146.4,1
1437,-2.97,238.7,1
1438,-2.97,490.7,1
1439,-4.29,993.1,1
1440,-4.29,308,1
1441,-2.97,266.1,1
1442,-2.74,4341.8,1
1443,-0.3,818.8,1
1444,-0.3,105.3,1
1445,-0.3,209.7,1
1446,-0.3,2588.2,1
1447,-0.99,254.1,1
1448,-2.08,150.2,1
1449,-2.08,168,1
1450,-2.08,219,1
1451,-2.08,589,1
1452,-2.08,339.5,1
1453,-2.08,4194.4,1
1454,-0.99,549.1,1
1455,-2.08,11231.7,1
1456,-2.08,4133.2,1
1457,-2.08,6876.3,1
1458,-2.08,132.9,1
1459,-4.45,5573.8,1
1460,-2.08,188.8,1
1461,-2.76,290.5,1
1462,-3.05,244.8,1
1463,-3.05,2794.9,1
1464,-3.05,16762.7,1
1465,-3.05,24970,1
1466,-3.05,2466.5,1
1467,-2.76,109.9,1
1468,-2.76,2895.4,1
1469,-3.05,667,1
1470,-3.05,149.1,1
1471,-4.45,1023.4,1
1472,-4.45,34414.2,1
1473,-4.45,67794,1
1474,-3.05,3129.2,1
1475,-3.05,958.6,1
1476,-4.45,371.5,1
1477,-2.76,1603.3,1
1478,-3.05,116.3,1
1479,-4.45,710,1
1480,-0.56,477.1,1
1481,-1.69,121,1
1482,-0.56,190.7,1
1483,-2.14,230.4,1
1484,-2.14,508.4,1
1485,-2.14,103.7,1
1486,-2.14,191.2,1
1487,-2.14,14304.8,1
1488,-2.76,8432.2,1
1489,-2.76,284.5,1
1490,-2.76,208.4,1
1491,-2.58,8346.6,1
1492,-2.58,130.9,1
1493,-0.9,192.7,1
1494,-0.9,138.2,1
1495,-0.9,6560.9,1
1496,-1.41,118,1
1497,-2.29,103.4,1
1498,-1.41,207.3,1
1499,-2.29,606.1,1
1500,-2.89,279.3,1
1501,-2.89,1711.4,1
1502,-1.9,182.5,1
1503,-1.63,332,1
1504,-3.81,151.2,1
1505,-1,1200.2,1
1506,-1.79,100.9,1
1507,-2.7,264.7,1
1508,-2.7,107.1,1
1509,-2.7,5806.5,1
1510,-3.35,102.9,1
1511,-2.7,2429.9,1
1512,-3.26,2582.8,1
1513,-3.26,584.8,1
1514,-3.26,138.4,1
1515,-3.69,110.3,1
1516,-1.93,201.3,1
1517,-3.69,841,1
1518,-3.96,918.3,1
1519,-3.96,179.6,1
1520,-2.21,125.7,1
1521,-4.08,122,1
1522,-2.25,167,1
1523,-4.95,2482.7,1
1524,-4.95,2736.7,1
1525,-4.95,5302.1,1
1526,-4.41,189.3,1
1527,-1.57,167.7,1
1528,-1.93,270,1
1529,-1.93,140.2,1
1530,-1.93,193,1
1531,-1.93,101.3,1
1532,-1.93,632.3,1
1533,-1.93,1062.5,1
1534,-1.93,312.2,1
1535,-2.15,140,1
1536,-2.15,338.1,1
1537,-5.8,110.7,1
1538,-5.8,422.4,1
1539,-5.8,129.2,1
1540,-4.62,752.6,1
1541,-5.8,473.9,1
1542,-4.62,568.3,1
1543,-5.8,127.2,1
1544,-5.8,13471.7,1
1545,-5.8,440.2,1
1546,-5.8,7782,1
1547,-5.8,21670,1
1548,-5.8,23680.9,1
1549,-1.92,1465.1,1
1550,-1.48,2308.9,1
1551,-1.92,498,1
1552,-1.92,3917.8,1
1553,-1.48,414,1
1554,-1.92,643.6,1
1555,-1.92,1779.3,1
1556,-1.48,325.2,1
1557,-1.92,232,1
1558,-1.48,259.5,1
1559,-1.92,125.5,1
1560,-1.92,313.3,1
1561,-1.92,541.6,1
1562,-1.48,1462.8,1
1563,-1.92,277.9,1
1564,-1.92,224,1
1565,-1.92,205.5,1
1566,-1.92,1170.5,1
1567,-3.35,23020.2,1
1568,-2.29,1349.5,1
1569,-2.29,287.3,1
1570,-2.29,2197,1
1571,-2.29,204.2,1
1572,-2.29,196.5,1
1573,-2.29,167.8,1
1574,-2.29,160.1,1
1575,-2.42,1301.2,1
1576,-4.64,62577.4,1
1577,-6.25,189.9,1
1578,-6.25,328.3,1
1579,-4.64,661,1
1580,-1.46,1411.6,1
1581,-2.09,1858.3,1
1582,-1.46,2505.1,1
1583,-2.09,298.5,1
1584,-2.09,150744.1,1
1585,-1.46,126.3,1
1586,-2.09,1094.2,1
1587,-2.09,264.4,1
1588,-2.09,251.5,1
1589,-2.09,6404,1
1590,-1.46,137.2,1
1591,-2.09,201.7,1
1592,-2.09,145.2,1
1593,-4.64,2624.3,1
1594,-2.09,2485.4,1
1595,-2.09,105.3,1
1596,-3.66,9631.6,1
1597,-3.66,508,1
1598,-2.56,125.1,1
1599,-2.56,153.9,1
1600,-2.56,326.7,1
1601,-3.66,675.8,1
1602,-2.56,841.7,1
1603,-2.56,147.2,1
1604,-2.56,264.3,1
1605,-3.66,1586.2,1
1606,-3.66,5015,1
1607,-2.64,136.8,1
1608,-2.64,2885.3,1
1609,-2.64,3263.6,1
1610,-2.64,129.2,1
1611,-2.64,851.3,1
1612,-2.64,186.6,1
1613,-3.66,291,1
1614,-6.16,392.7,1
1615,-4.84,564.8,1
1616,-6.16,631.4,1
1617,-6.16,3129.2,1
1618,-6.16,312.2,1
1619,-1.45,740.5,1
1620,-2.18,100.4,1
1621,-2.18,120.4,1
1622,-2.18,203.7,1
1623,-2.18,127.9,1
1624,-2.18,1587.4,1
1625,-1.45,602.1,1
1626,-1.45,236.7,1
1627,-2.18,122.3,1
1628,-2.18,134.8,1
1629,-2.83,819.7,1
1630,-2.18,872.1,1
1631,-2.69,138,1
1632,-3.87,294.6,1
1633,-2.83,306,1
1634,-2.69,202.1,1
1635,-2.69,358.7,1
1636,-2.83,429.4,1
1637,-5.78,37240.5,1
1638,-5.78,7624.3,1
1639,-4.58,771.6,1
1640,-2.29,162.1,1
1641,-1.59,3132,1
1642,-2.29,131.5,1
1643,-1.59,303.5,1
1644,-2.29,108.1,1
1645,-4.58,391,1
1646,-2.29,191.4,1
1647,-2.91,364.3,1
1648,-2.91,324.2,1
1649,-2.91,603,1
1650,-3.09,485,1
1651,-2.91,135,1
1652,-2.91,695.9,1
1653,-3.09,245.5,1
1654,-2.91,2012,1
1655,-3.09,228,1
1656,-2.64,178.7,1
1657,-3.39,2193.2,1
1658,-3.39,216.6,1
1659,-3.39,205.5,1
1660,-3.39,447.7,1
1661,-3.39,102.7,1
1662,-4.71,482,1
1663,0.42,200,1
1664,-1.75,378.4,1
1665,-0.03,260.1,1
1666,-1.75,2068.2,1
1667,-1.75,882,1
1668,-0.03,1210,1
1669,-0.03,2514.3,1
1670,-0.03,110.3,1
1671,-0.03,307.7,1
1672,-0.03,383.3,1
1673,-4.77,245,1
1674,-4.77,780.3,1
1675,-4.77,164.4,1
1676,-3.2,12001.2,1
1677,0.94,155.3,1
1678,0.94,739.8,1
1679,1.53,127,1
1680,1.53,628,1
1681,1.47,1005.5,1
1682,1.47,504.7,1
1683,1.53,714.8,1
1684,2.4,358.8,1
1685,2.4,380,1
1686,-2.62,381,1
1687,-2.62,311.6,1
1688,1.79,1762.4,1
1689,-2.62,185,1
1690,1.79,153,1
1691,1.79,1408.4,1
1692,1.79,110.1,1
1693,1.79,149.4,1
1694,2.01,246.2,1
1695,1.79,2877.2,1
1696,1.79,1435.6,1
1697,1.79,134.4,1
1698,2.01,6958.5,1
1699,2.01,135.8,1
1700,1.79,130.1,1
1701,-0.15,678.7,1
1702,-0.15,117,1
1703,-0.15,741.2,1
1704,-0.15,913.9,1
1705,-1.72,114.2,1
1706,-0.15,134.5,1
1707,-0.6,407.7,1
1708,-0.6,207.8,1
1709,-0.6,113.44,1
1710,2.83,860.7,1
1711,2.83,1684.9,1
1712,-2.54,19576.8,1
1713,2.83,304.42,1
1714,2.83,6446.45,1
1715,2.83,2397.4,1
1716,1.75,1175,1
1717,-2.54,2678.6,1
1718,2.12,1433.8,1
1719,1.75,464.6,1
1720,1.75,1895.4,1
1721,2.12,283,1
1722,1.75,1598.5,1
1723,2.12,271.1,1
1724,1.75,993.8,1
1725,1.75,3481.2,1
1726,2.12,1011.5,1
1727,1.75,286.7,1
1728,1.75,795.6,1
1729,1.75,728.4,1
1730,2.12,5334.1,1
1731,1.75,1130.7,1
1732,1.75,1207,1
1733,1.75,270,1
1734,1.75,363.4,1
1735,1.75,9694.4,1
1736,1.75,1451.9,1
1737,-0.56,113.8,1
1738,-0.56,424.3,1
1739,1.75,126.5,1
1740,1.75,267.5,1
1741,-0.56,385.1,1
1742,-0.56,164.1,1
1743,-0.56,148.7,1
1744,-0.56,117.1,1
1745,-0.56,109.1,1
1746,-1.87,133.8,1
1747,-1.07,167.3,1
1748,-0.56,102.4,1
1749,-0.56,150.4,1
1750,-1.87,5640.6,1
1751,-1.87,1370.8,1
1752,-1.87,8549.1,1
1753,-1.07,101.45,1
1754,-1.87,140.15,1
1755,-1.87,1330.6,1
1756,-1.07,9940.1,1
1757,2.61,169.3,1
1758,2.61,256.6,1
1759,2.61,2490.8,1
1760,2.61,270.6,1
1761,2.61,449.8,1
1762,2.61,1507.1,1
1763,0.03,861,1
1764,0.03,203.1,1
1765,1.79,526.5,1
1766,1.79,117.6,1
1767,-1.91,6725.2,1
1768,0.03,115.1,1
1769,1.79,9816.4,1
1770,0.03,32936.3,1
1771,1.79,185.6,1
1772,1.79,377.3,1
1773,1.79,167.3,1
1774,1.79,925.4,1
1775,1.79,694.75,1
1776,0.03,535,1
1777,1.79,112,1
1778,1.79,2267.4,1
1779,1.79,1609.2,1
1780,1.79,230.6,1
1781,1.79,5121.8,1
1782,-0.2,375,1
1783,-0.2,177.8,1
1784,-0.2,826.7,1
1785,-1.02,244.8,1
1786,-0.2,142.8,1
1787,-0.2,105.7,1
1788,-0.28,334.4,1
1789,-0.28,1518.11,1
1790,-0.34,306,1
1791,-2.01,2656.4,1
1792,-0.34,1413.8,1
1793,-0.34,251.9,1
1794,-0.34,105.2,1
1795,-0.3,291.8,1
1796,-0.34,229.45,1
1797,-0.34,433.9,1
1798,-0.34,2772.9,1
1799,-1.57,2595.2,1
1800,-0.62,117,1
1801,-1.32,401.8,1
1802,-0.62,2746.8,1
1803,-0.62,175.5,1
1804,-1.32,12685.3,1
1805,-0.62,2710.5,1
1806,-0.62,195.7,1
1807,-1.32,14104.8,1
1808,-0.62,206.1,1
1809,-0.62,272.3,1
1810,-1.32,11051.7,1
1811,-1.32,193.65,1
1812,-1.57,131.2,1
1813,-1.57,247.4,1
1814,-1.32,163.5,1
1815,-1.32,3775.25,1
1816,-1.32,117.7,1
1817,-0.62,869.45,1
1818,-1.32,504,1
1819,-0.8,47921.1,1
1820,-2.45,280059,1
1821,-0.8,8634,1
1822,-0.8,66764.6,1
1823,-0.8,164545.51,1
1824,-0.8,250,1
1825,-0.8,63720,1
1826,-0.8,116889.3,1
1827,-0.8,461,1
1828,-1.08,300.1,1
1829,-0.93,393.6,1
1830,-0.93,102.1,1
1831,-0.93,138.6,1
1832,-2.18,265,1
1833,-1.42,383.2,1
1834,-1.42,146,1
1835,-1.42,103.2,1
1836,-1.42,171.7,1
1837,-1.42,1231.3,1
1838,-2.23,1196.1,1
1839,-2.18,324.8,1
1840,-2.24,282,1
1841,-0.01,332,1
1842,-1.55,123.4,1
1843,-2.34,351.9,1
1844,-2.89,2308.2,1
1845,-1.85,185.1,1
1846,-1.85,315.9,1
1847,-1.85,129.4,1
1848,-1.85,147,1
1849,-1.85,118.9,1
1850,-1.9,150,1
1851,-1.34,275.69,1
1852,-1.58,201.5,1
1853,-3.6,18953.8,1
1854,-3.6,9376.7,1
1855,-2.3,148.8,1
1856,-2.3,1962.4,1
1857,-3.6,1134.1,1
1858,-3.6,113.5,1
1859,-2.5,120.6,1
1860,-2.43,1129.3,1
1861,-2.5,257,1
1862,-2.43,432.6,1
1863,-2.43,100.7,1
1864,-2.43,298.1,1
1865,-2.43,142.2,1
1866,-2.43,177.2,1
1867,-2.43,174.4,1
1868,-2.51,222.3,1
1869,-2.51,120.1,1
1870,-1.7,560.8,1
1871,-1.7,169.7,1
1872,-4.07,170.3,1
1873,-4.07,127,1
1874,-4.07,7440.5,1
1875,-4.07,120.5,1
1876,-4.07,389.2,1
1877,-3.06,110.5,1
1878,-3.06,212.7,1
1879,-3.06,585.7,1
1880,-2.51,881,1
1881,-3,300.1,1
1882,-3.06,968.5,1
1883,-2.51,5000,1
1884,-3.06,161.1,1
1885,-3.06,326,1
1886,-3.06,402.6,1
1887,-3,891.1,1
1888,-3.06,243.4,1
1889,-3.06,104.8,1
1890,-3,240.4,1
1891,-3.06,119.1,1
1892,-3.06,356.4,1
1893,-2.92,3129.65,1
1894,-2.12,336.9,1
1895,-2.12,121.3,1
1896,-2.12,348.5,1
1897,-2.92,417,1
1898,-1.79,187.6,1
1899,-2.12,147.35,1
1900,-4.36,209.15,1
1901,-2.76,8546.6,1
1902,-4.36,504.1,1
1903,-4.36,5273.1,1
1904,-4.36,127,1
1905,-2.76,3835.1,1
1906,-4.36,307,1
1907,-4.36,23494.95,1
1908,-2.76,11971.4,1
1909,-3.42,510,1
1910,-3.26,146.7,1
1911,-3.42,932.3,1
1912,-3.26,1319.6,1
1913,-3.42,320.7,1
1914,-3.42,528.1,1
1915,-3.26,442.2,1
1916,-3.42,108.9,1
1917,-3.42,489.1,1
1918,-3.42,116.1,1
1919,-3.26,740.2,1
1920,-3.42,1517.8,1
1921,-3.42,5636.6,1
1922,-3.42,118.2,1
1923,-3.42,427.1,1
1924,-2.51,321.7,1
1925,-3.42,122.7,1
1926,-2.09,161.1,1
1927,-2.51,137,1
1928,-2.51,120.3,1
1929,-2.51,265.5,1
1930,-2.51,590.5,1
1931,-2.51,162.6,1
1932,-2.09,4030.7,1
1933,-2.51,3414.76,1
1934,-2.51,3562,1
1935,-2.09,187.4,1
1936,-2.09,3094.8,1
1937,-4.33,109,1
1938,-4.33,114,1
1939,-4.33,126.9,1
1940,-4.33,1408,1
1941,-2.6,176.2,1
1942,-3.35,3222.7,1
1943,-2.6,862,1
1944,-3.35,233.1,1
1945,-3.35,124.65,1
1946,-3.35,333.3,1
1947,-3.35,140.9,1
1948,-3.25,1516.9,1
1949,-3.35,425.4,1
1950,-3.35,3920.4,1
1951,-3.35,1754.97,1
1952,-2.58,461.9,1
1953,-2.58,445,1
1954,-2.58,966.5,1
1955,-2.58,5008.66,1
1956,-2.19,380.2,1
1957,-2.58,147.8,1
1958,-2.58,2497.1,1
1959,-2.58,12648.9,1
1960,-2.58,10591.6,1
1961,-3.31,451.45,1
1962,-3.31,910.1,1
1963,-3.31,480.6,1
1964,-4.23,1950.1,1
1965,-4.23,146.1,1
1966,-4.23,171.6,1
1967,-4.23,254.8,1
1968,-4.23,1017.81,1
1969,-4.23,120,1
1970,-4.23,288.8,1
1971,-3.31,352.4,1
1972,-3.21,768.1,1
1973,-3.31,283.3,1
1974,-3.31,466.9,1
1975,-3.31,126,1
1976,-3.31,1759,1
1977,-3.31,214.3,1
1978,-2.38,360,1
1979,-3.31,2690.1,1
1980,-3.31,896.61,1
1981,-2.63,1211.9,1
1982,-3.31,953.9,1
1983,-3.31,116.25,1
1984,-2.63,12536.7,1
1985,-2.63,111.5,1
1986,-2.63,131.9,1
1987,-2.63,319.2,1
1988,2.12,2310,1
1989,-1.45,239.4,1
1990,2.12,16826.4,1
1991,-1.45,161.1,1
1992,1.08,39139.2,1
1993,1.08,7700.5,1
1994,1.08,222.6,1
1995,1.08,111.7,1
1996,-1.45,309,1
1997,1.16,131,1
1998,5.99,112.4,1
1999,4.86,100.7,1
2000,5.99,270,1
2001,7.69,142,1
2002,7.69,131.8,1
2003,7.69,123.6,1
2004,7.69,156,1
2005,3.69,1809,1
2006,4.6,2318.7,1
2007,8.32,5921.1,1
2008,4.6,938,1
2009,8.32,265,1
2010,4.08,998.7,1
2011,4.08,826.9,1
2012,8.32,250.1,1
2013,8.32,101,1
2014,8.32,65958,1
2015,8.32,7159.7,1
2016,3.83,160.6,1
2017,4.08,209,1
2018,4.08,5820.3,1
2019,4.08,119.8,1
2020,4.08,1551.4,1
2021,4.08,263.5,1
2022,4.08,379.6,1
2023,4.08,198.9,1
2024,4.08,1380.3,1
2025,3.83,154,1
2026,4.08,575,1
2027,4.08,260.6,1
2028,4.43,131.1,1
2029,4.43,314,1
2030,4.43,318.85,1
2031,7.89,139.7,1
2032,4.43,213.2,1
2033,4.43,1079.2,1
2034,4.43,535.2,1
2035,7.89,116.9,1
2036,7.89,2188.3,1
2037,7.89,501,1
2038,4.63,453.3,1
2039,4.63,900.2,1
2040,4.63,975,1
2041,7.89,1206.1,1
2042,7.89,466,1
2043,7.89,400,1
2044,7.89,127,1
2045,4,299.5,1
2046,4.63,1510.4,1
2047,4.63,208.7,1
2048,4.63,1230.4,1
2049,7.89,220.3,1
2050,4.63,124.1,1
2051,4.63,1590.7,1
2052,4.63,925.8,1
2053,7.89,10350,1
2054,7.89,3506,1
2055,4,160.3,1
2056,4.63,111,1
2057,4.63,2752.3,1
2058,7.89,350,1
2059,4.63,670.8,1
2060,4.63,236.6,1
2061,4.63,852.6,1
2062,4.63,9576.7,1
2063,4,442.2,1
2064,4,6840.2,1
2065,4.63,1107.4,1
2066,4,511.9,1
2067,4.63,356,1
2068,4.63,227.8,1
2069,3.49,109.9,1
2070,4.63,277.4,1
2071,3.49,116.4,1
2072,2.55,591.05,1
2073,3.49,125.1,1
2074,3.49,438.2,1
2075,3.92,182.1,1
2076,7.47,5501.7,1
2077,3.92,138.05,1
2078,4.24,150.9,1
2079,3.62,106,1
2080,4.24,355,1
2081,4.24,392.9,1
2082,7.47,1064,1
2083,3.62,1002.1,1
2084,4.24,160.8,1
2085,4.24,3273.2,1
2086,4.24,421.2,1
2087,3.62,294,1
2088,4.24,179.7,1
2089,4.24,571,1
2090,4.24,275.8,1
2091,4.24,397.6,1
2092,3.06,152.7,1
2093,2.99,130.6,1
2094,4.24,201,1
2095,2.16,106.55,1
2096,3.06,109.2,1
2097,3.06,1704.6,1
2098,2.99,316,1
2099,2.99,147.3,1
2100,2.99,2271.9,1
2101,2.99,177.5,1
2102,2.99,167.5,1
2103,3.06,2705.1,1
2104,2.99,113.5,1
2105,2.99,1863.4,1
2106,3.06,130.1,1
2107,3.06,120.6,1
2108,2.99,116.9,1
2109,2.99,204,1
2110,3.52,150.1,1
2111,3.52,170.8,1
2112,6.94,763.8,1
2113,3.52,377.3,1
2114,6.94,202.4,1
2115,3.52,2387.1,1
2116,6.94,518.3,1
2117,3.52,431.25,1
2118,3.52,25073.4,1
2119,3.89,2515.1,1
2120,3.89,1831.2,1
2121,6.94,635,1
2122,3.07,1449.4,1
2123,3.89,428,1
2124,3.89,239.5,1
2125,3.89,1338,1
2126,3.89,403.7,1
2127,3.89,441.7,1
2128,3.89,708.1,1
2129,3.89,200.9,1
2130,3.89,169.3,1
2131,3.89,1625.05,1
2132,2.47,395.7,1
2133,3.89,140.6,1
2134,2.36,890.3,1
2135,2.47,115.5,1
2136,2.36,246.1,1
2137,2.47,288.7,1
2138,1.81,1525.2,1
2139,2.36,3418.8,1
2140,2.36,132.2,1
2141,2.36,752.5,1
2142,3.83,4381.5,1
2143,7.2,230.5,1
2144,3.83,241.85,1
2145,3.83,6646.8,1
