1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,4.09,2
17,4.09,0.2
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,4.09,0.2
39,5.3,0
40,5.3,0
41,5.3,0
42,5.3,0
43,5.3,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,4.09,0
60,4.09,1
61,5.3,0
62,5.3,6.6
63,5.3,0
64,5.3,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,4.09,0
81,4.09,1
82,4.09,0.8
83,5.3,0
84,5.3,0
85,5.3,0
86,5.3,0
87,5.3,60
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,4.09,0
99,4.09,0
100,4.09,0
101,4.09,0
102,5.3,0.2
103,5.3,0
104,5.3,0
105,5.3,0
106,5.3,0
107,5.3,0
108,5.3,0
109,5.3,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,4.09,0
120,4.09,0
121,2.38,0
122,2.38,0
123,2.38,0
124,5.3,0
125,5.3,0
126,5.3,0
127,5.3,0
128,5.3,0
129,5.3,0
130,5.3,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,2.92,0
141,2.92,0
142,2.38,0
143,2.38,0
144,2.38,0
145,2.38,0
146,5.3,0
147,5.3,0
148,5.3,0
149,5.3,0
150,5.3,0
151,5.3,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,2.92,0
162,2.92,1
163,2.92,0
164,2.38,0
165,2.38,0
166,2.38,0
167,2.38,0
168,5.3,0
169,5.3,0
170,5.3,0
171,5.3,0
172,5.3,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,2.92,0
184,2.92,0.2
185,2.38,0
186,2.38,0
187,2.38,0
188,2.38,0
189,2.38,0
190,5.3,0
191,5.3,0
192,5.3,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,2.92,0
205,2.92,0
206,2.38,0
207,2.38,0
208,2.38,0
209,2.38,0
210,2.38,0
211,2.38,0
212,5.3,0
213,5.3,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,2.92,8
226,2.92,0
227,2.92,0
228,2.38,0
229,2.38,0
230,2.38,0
231,2.38,0
232,2.38,0.2
233,5.3,0
234,5.3,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,1.25,0
247,1.25,0
248,2.92,0
249,2.38,0
250,2.38,0
251,2.38,0.2
252,2.38,0
